priority_policy,portfolio_mode,diagnostic_filter,trading_session,net_pnl
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-14,-113.02
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-15,-109.95999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-16,-501.96
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-19,0.020000000000010232
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-20,-310.64
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-21,476.81999999999994
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-22,-32.21999999999999
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-23,287.52
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-26,66.02
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-27,180.28
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-28,-160.22
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-29,-238.48000000000002
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-30,-6.960000000000008
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-02,-0.24
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-03,46.519999999999996
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-04,-112.96000000000004
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-05,-812.94
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-06,-22.22
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-09,183.17000000000002
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-10,-149.44
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-11,-376.42999999999995
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-12,174.55999999999997
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-13,196.52
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-16,-299.46000000000004
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-17,-443.08000000000004
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-18,18.390000000000008
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-19,-511.84000000000003
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-20,461.02
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-23,142.54000000000002
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-24,99.52000000000001
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-25,-25.479999999999997
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-26,-218.22
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-27,203.26
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-02,6.779999999999994
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-03,-43.22000000000003
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-04,386.76
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-05,280.05999999999995
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-06,215.26
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-09,67.38
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-10,-170.22
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-11,-209.22
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-12,-1885.58
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-13,-56.379999999999995
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-16,-5.45999999999999
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-17,-26.109999999999985
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-18,-886.3599999999999
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-19,-68.15
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-20,75.78
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-23,103.02
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-24,-240.85999999999999
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-25,37.78
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-26,234.29999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-27,-454.22
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-30,-136.96
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-31,198.28
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-01,127.26
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-02,353.02
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-06,210.8
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-07,-212.95999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-08,-257.96
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-09,-11.220000000000006
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-10,121.80000000000003
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-13,-34.96000000000001
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-14,308.28
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-15,252.51999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-16,64.54
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-17,171.52
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-20,-176.45999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-21,-218.07999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-22,273.52
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-23,233.51999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-24,200.51999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-27,-513.3199999999999
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-28,-312.09000000000003
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-29,10.849999999999994
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-30,318.29999999999995
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-01,-265.28
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-04,77.28000000000003
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-05,-108.08999999999999
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-06,259.78
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-07,-439.88
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-08,-0.24
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-11,-8.460000000000008
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-12,34.77999999999997
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-13,184.77999999999997
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-14,160.26
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-15,238.26
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-18,-284.41999999999996
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-19,-341.90999999999997
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-20,-101.46000000000002
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-21,53.28999999999999
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-22,71.26
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-25,-74.58
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-26,263.82
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-27,-16.619999999999997
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-28,335.52
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-29,71.47999999999999
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-01,179.68
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-02,143.96
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-03,-75.88
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-04,101.02
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-05,605.28
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-08,52.77999999999999
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-09,-260.94
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-10,64.05999999999995
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-11,804.3
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-12,392.76
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-15,193.01999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-16,703.04
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-17,-555.46
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-18,428.02
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-22,-247.14000000000004
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-23,498.02
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-24,-55.20000000000002
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-25,90.01999999999998
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-29,736.78
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-30,135.28
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-07-01,7.140000000000008
existing_priority_baseline,one_trade_at_a_time_chronological,no_filter_baseline,2026-07-02,434.58
existing_priority_baseline,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2025-09-01,5.26
existing_priority_baseline,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2025-09-08,-50.06
existing_priority_baseline,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2025-10-23,-82.74
existing_priority_baseline,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2025-11-03,77.26
existing_priority_baseline,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2026-02-02,-0.24
existing_priority_baseline,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2026-03-30,-136.96
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-14,-35.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-15,-85.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-16,-63.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-17,-83.9
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-18,-38.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-21,38.26
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-22,-42.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-23,-70.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-24,-23.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-25,102.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-28,55.26
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-29,-10.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-30,76.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-07-31,-41.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-01,-76.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-04,-10.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-05,-79.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-06,-18.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-07,-66.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-08,-30.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-11,40.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-12,-92.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-13,-31.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-14,-18.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-15,-39.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-18,56.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-19,-68.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-20,-281.37
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-21,-157.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-22,195.26
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-25,99.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-26,-46.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-27,-61.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-28,79.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-08-29,25.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-01,5.26
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-02,147.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-03,-45.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-04,-15.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-05,-85.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-08,-50.06
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-09,-55.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-10,-32.24
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-11,-12.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2025-09-12,45.26
