phase5c_rank,candidate_id,spec_json,instrument,family,timeframe,label,ranking_score,risk_notes,net_pnl,validation_pnl,holdout_pnl,slippage_4_ticks_net_pnl,trades,active_sessions,active_session_pct,win_rate,avg_trade,profit_factor,max_drawdown,worst_day,longest_losing_streak,best_day_concentration,best_trade_concentration,same_bar_stop_target_ambiguity_count,base_cost,stress_cost,phase5c_score,complexity_score,drawdown_penalty,low_activity_penalty,concentration_penalty,complexity_penalty,holdout_penalty,slippage_stress_penalty,phase5c_total_penalty,phase5c_label,phase5c_notes
11,MNQ_opening_range_failure_tf1_61f4235e9e,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":15,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,opening_range_failure,1,watchlist,43.8446,negative validation PnL,900.5600000000215,-372.7549999999841,764.5099999999954,582.5600000000218,106,60,0.9523809523809523,0.5471698113207547,8.495849056603976,1.16178877417014,-667.9899999999957,-359.1650000000029,4,0.3953317935506701,0.2290352669450065,0,2.74,3.74,35.1948,2.25,2.672,0.0,2.6028,3.375,0.0,0.0,8.6498,watchlist,drawdown; concentration; complexity
12,MNQ_opening_range_failure_tf3_8fc1ffc34b,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":15,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,paper_research_candidate,42.5107,No major Phase 5A risk flags.,821.1550000000113,222.23000000000576,451.799999999997,647.1550000000118,58,58,0.9206349206349206,0.603448275862069,14.157844827586402,1.3290285872272118,-472.9649999999941,-303.365,3,0.24448490236313147,0.24448490236313147,0,2.74,3.74,34.9369,2.75,1.8919,0.0,1.557,4.125,0.0,0.0,7.5738,watchlist,drawdown; concentration; complexity
13,MNQ_opening_range_failure_tf3_d685706c9d,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,46.944,one-trade concentration risk,915.4000000000126,812.684999999997,657.8599999999999,750.4000000000126,55,55,0.873015873015873,0.5636363636363636,16.643636363636592,1.2534393160405484,-1069.1299999999928,-286.6899999999971,8,0.33319860170416843,0.33319860170416843,0,2.74,3.74,33.8805,2.75,4.2765,0.0,4.662,4.125,0.0,0.0,13.0635,watchlist,drawdown; concentration; complexity
14,MGC_opening_range_failure_tf1_99b17f96d6,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":1,""version"":1}",MGC,opening_range_failure,1,watchlist,49.2661,one-day concentration risk; one-trade concentration risk,1507.1200000000408,248.56000000002066,910.1300000000165,1153.1200000000413,59,59,0.9365079365079365,0.4067796610169492,25.54440677966171,1.4306549319922406,-871.1499999999863,-185.7700000000011,8,0.43843887679812027,0.43843887679812027,0,3.2199999999999998,5.22,30.9658,2.25,3.4846,0.0,11.4407,3.375,0.0,0.0,18.3003,watchlist,drawdown; concentration; complexity
15,MNQ_opening_range_failure_tf3_8169a41881,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,47.4275,one-day concentration risk; one-trade concentration risk,991.5800000000212,221.06499999999983,1539.5700000000013,742.5800000000212,83,55,0.873015873015873,0.5421686746987951,11.946746987952062,1.1768824464356162,-1128.0249999999858,-333.1299999999942,6,0.5072913935335417,0.30759999193206145,0,2.74,3.74,29.5192,2.75,4.5121,0.0,9.2712,4.125,0.0,0.0,17.9083,watchlist,drawdown; concentration; complexity
16,MGC_opening_range_failure_tf3_1859551a00,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":60,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MGC,opening_range_failure,3,watchlist,38.2509,one-trade concentration risk,949.3700000000015,15.269999999992734,873.7500000000116,655.3700000000015,49,38,0.6031746031746031,0.5714285714285714,19.374897959183702,1.3736250329598532,-525.199999999996,-226.22000000000182,4,0.34210055089164526,0.34210055089164526,0,3.2199999999999998,5.22,27.0516,2.75,2.1008,0.0,4.9735,4.125,0.0,0.0,11.1993,watchlist,drawdown; concentration; complexity
17,MGC_opening_range_failure_tf1_e794dacd55,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":60,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":1,""version"":1}",MGC,opening_range_failure,1,watchlist,40.1536,negative validation PnL; one-trade concentration risk,1658.9499999999916,-451.27999999998656,1227.4100000000033,1418.9499999999914,40,40,0.6349206349206349,0.45,41.47374999999979,1.6324411285926095,-1135.479999999991,-227.21999999999636,4,0.3983121854184901,0.3983121854184901,0,3.2199999999999998,5.22,23.6048,2.25,4.5419,0.0,8.6319,3.375,0.0,0.0,16.5488,watchlist_needs_validation,drawdown; concentration; complexity
18,MNQ_opening_range_failure_tf1_cf231ec8fe,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":15,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":1,""version"":1}",MNQ,opening_range_failure,1,watchlist,31.7368,negative validation PnL; one-day concentration risk; one-trade concentration risk,938.9000000000169,-108.81999999998992,430.90999999999553,758.9000000000169,60,60,0.9523809523809523,0.36666666666666664,15.648333333333616,1.197234639688093,-676.1099999999899,-359.1650000000029,6,0.4534668228778276,0.4534668228778276,0,2.74,3.74,13.1647,2.25,2.7044,0.0,12.4927,3.375,0.0,0.0,18.5721,watchlist_needs_validation,drawdown; concentration; complexity
19,MGC_opening_range_failure_tf5_7d2b52d189,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":60,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":5,""version"":1}",MGC,opening_range_failure,5,watchlist,29.1284,negative validation PnL; one-day concentration risk; one-trade concentration risk,752.5600000000486,-201.34999999999962,930.7200000000207,470.5600000000487,47,36,0.5714285714285714,0.6170212765957447,16.011914893618055,1.322909515309647,-672.5999999999938,-218.22,4,0.41827894121396497,0.41827894121396497,0,3.2199999999999998,5.22,12.2835,2.75,2.6904,0.0,10.0295,4.125,0.0,0.0,16.8449,watchlist_needs_validation,drawdown; concentration; complexity
20,MGC_opening_range_failure_tf1_77d99bcf58,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":15,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":1,""version"":1}",MGC,opening_range_failure,1,watchlist,35.5631,negative holdout PnL; one-day concentration risk; one-trade concentration risk,1258.1600000000287,625.2400000000002,-3.789999999980637,886.1600000000291,62,62,0.9841269841269841,0.3709677419354839,20.292903225806914,1.3998245825891986,-803.349999999989,-202.41999999999618,10,0.412332294779671,0.412332294779671,0,3.2199999999999998,5.22,11.3362,2.25,3.2134,0.0,9.6133,3.375,8.0253,0.0,24.2269,watchlist_needs_validation,drawdown; concentration; complexity; poor holdout
21,MNQ_opening_range_failure_tf1_20d354e90e,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":15,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,opening_range_failure,1,watchlist,32.4334,negative validation PnL; one-day concentration risk; one-trade concentration risk,1278.9600000000212,-405.23999999998273,438.35499999999547,990.9600000000212,96,60,0.9523809523809523,0.375,13.32250000000022,1.1725433058118864,-771.4000000000044,-392.3799999999942,6,0.6403796834928273,0.35635203602926785,0,2.74,3.74,10.3372,2.25,3.0856,0.0,15.6356,3.375,0.0,0.0,22.0962,watchlist_needs_validation,drawdown; concentration; complexity
22,MGC_opening_range_failure_tf3_2093705941,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":15,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":3,""version"":1}",MGC,opening_range_failure,3,watchlist,31.7735,one-day concentration risk; one-trade concentration risk,1152.0000000000541,741.1600000000001,6.210000000014816,792.0000000000541,60,60,0.9523809523809523,0.4,19.2000000000009,1.370928480352403,-803.3499999999935,-187.72000000000727,10,0.45901041666664744,0.45901041666664744,0,3.2199999999999998,5.22,3.5544,2.75,3.2134,0.0,12.8807,4.125,8.0,0.0,28.2191,watchlist_needs_validation,drawdown; concentration; complexity; poor holdout
23,MGC_opening_range_failure_tf5_2c20ead79f,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":60,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":5,""version"":1}",MGC,opening_range_failure,5,watchlist,27.675,negative validation PnL; one-day concentration risk; one-trade concentration risk,1300.8800000000165,-525.279999999992,1304.3800000000033,1084.8800000000165,36,36,0.5714285714285714,0.5,36.13555555555601,1.514759651149913,-1317.4799999999982,-218.22,4,0.500261361539875,0.500261361539875,0,3.2199999999999998,5.22,2.5118,2.75,5.2699,0.0,15.7683,4.125,0.0,0.0,25.1632,watchlist_needs_validation,drawdown; concentration; complexity
24,MNQ_opening_range_breakout_tf5_1a67af9506,"{""entry"":{""name"":""close_outside_range"",""params"":{""min_range"":10.0,""or_minutes"":60}},""exit"":{""name"":""r_multiple"",""params"":{""stop_mode"":""half_range"",""target"":""1R""}},""family"":""opening_range_breakout"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: opening-range breakout with fixed R multiple."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":5,""version"":1}",MNQ,opening_range_breakout,5,watchlist,25.1669,one-day concentration risk; one-trade concentration risk,1139.4499999999996,384.8599999999999,295.0799999999999,1004.4499999999996,45,45,0.7142857142857143,0.5555555555555556,25.3211111111111,1.230364110547278,-1302.72,-488.74,3,0.5537847206985829,0.5537847206985829,0,2.74,3.74,-3.6839,2.75,5.2109,0.0,19.5149,4.125,0.0,0.0,28.8508,watchlist_needs_validation,drawdown; concentration; complexity
25,MGC_opening_range_failure_tf1_b02378e312,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":60,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MGC,opening_range_failure,1,watchlist,22.2615,negative validation PnL; one-day concentration risk; one-trade concentration risk,1132.7799999999888,-559.5999999999888,1409.2300000000014,826.7799999999888,51,40,0.6349206349206349,0.4117647058823529,22.211372549019387,1.327052777456978,-1303.4699999999882,-263.03999999999854,5,0.5833259768004444,0.5833259768004444,0,3.2199999999999998,5.22,-7.9102,2.25,5.2139,0.0,21.5828,3.375,0.0,0.0,30.1717,watchlist_needs_validation,drawdown; concentration; complexity
26,MGC_opening_range_breakout_tf5_8fcc2043bb,"{""entry"":{""name"":""close_outside_range"",""params"":{""min_range"":1.0,""or_minutes"":60}},""exit"":{""name"":""r_multiple"",""params"":{""stop_mode"":""half_range"",""target"":""1R""}},""family"":""opening_range_breakout"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: opening-range breakout with fixed R multiple."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":5,""version"":1}",MGC,opening_range_breakout,5,watchlist,16.5968,negative holdout PnL; one-day concentration risk; one-trade concentration risk,806.4599999999709,1092.7400000000216,-287.1600000000091,614.4599999999709,32,32,0.5079365079365079,0.53125,25.20187499999909,1.3455566029651083,-610.4800000000146,-368.22,3,0.4052029858889613,0.4052029858889613,0,3.2199999999999998,5.22,-8.9987,2.75,2.4419,0.0,9.1142,4.125,9.9144,0.0,25.5955,watchlist_needs_validation,drawdown; concentration; complexity; poor holdout
27,MNQ_opening_range_failure_tf1_7efd0bf83a,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":60,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":1,""version"":1}",MNQ,opening_range_failure,1,watchlist,14.6059,one-day concentration risk; one-trade concentration risk,621.6649999999981,570.4900000000014,619.2399999999941,489.66499999999814,44,44,0.6984126984126984,0.4772727272727273,14.128749999999958,1.1654664769785832,-1429.4199999999973,-360.1650000000029,8,0.7238786162965606,0.7238786162965606,0,2.74,3.74,-25.9083,2.25,5.7177,0.0,31.4215,3.375,0.0,0.0,40.5142,watchlist_needs_validation,drawdown; concentration; complexity
28,MNQ_opening_range_failure_tf1_e279fe62b3,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":60,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":1,""version"":1}",MNQ,opening_range_failure,1,watchlist,14.3532,one-day concentration risk; one-trade concentration risk,1162.2899999999981,968.7400000000014,277.289999999997,1030.2899999999981,44,44,0.6984126984126984,0.36363636363636365,26.415681818181778,1.2602314631344915,-1509.8450000000003,-360.1650000000029,8,0.7805797176264112,0.7805797176264112,0,2.74,3.74,-30.4518,2.25,6.0394,0.0,35.3906,3.375,0.0,0.0,44.805,watchlist_needs_validation,drawdown; concentration; complexity
29,MGC_opening_range_failure_tf1_3fc4105e28,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":30,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":1,""version"":1}",MGC,opening_range_failure,1,watchlist,-0.4992,negative validation PnL; one-day concentration risk; one-trade concentration risk,411.7700000000201,-54.88999999997273,249.08000000000726,57.770000000020104,59,59,0.9365079365079365,0.5254237288135594,6.979152542373222,1.1487119480228756,-545.0499999999985,-185.7700000000011,4,0.7887412876119823,0.7887412876119823,0,3.2199999999999998,5.22,-42.0163,2.25,2.1802,0.0,35.9619,3.375,0.0,0.0,41.5171,watchlist_needs_validation,drawdown; concentration; complexity
