trading_session,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1,phase11a::MNQ_11a_orfade_long_low_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_midpoint_rejection_from_level_short_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_close_rejection_from_level_long_two_bar_confirm_fill_next_open_structure_target_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2,phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_power_hour_continuation_long_power_range_breakout_continuation_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_power_hour_continuation_long_power_range_edge_retest_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase12a::MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_short_high_fade_OR30_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt2
2025-11-06,131.76,0.0,0.0,0.0,0.0,0.0,-53.24,131.76,131.76,131.76,131.76,131.76,-89.24,-89.24,131.76,131.76,131.76,131.76,0.0,0.0,-118.74,0.0,0.0,0.0,0.0,0.0,131.76,131.76
2025-11-07,134.26,0.0,0.0,0.0,0.0,0.0,0.0,134.26,134.26,134.26,134.26,134.26,0.0,0.0,134.26,134.26,134.26,134.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.26,134.26
2025-11-10,0.0,-95.74,-20.74,-20.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.26,25.26,0.0,-79.24,0.0,0.0,0.0
2025-11-11,-71.74,58.76,0.0,0.0,73.01,0.0,-54.74,-71.74,-71.74,-71.74,-71.74,-71.74,-32.74,-32.74,-71.74,-71.74,-71.74,-71.74,-136.24,-136.24,0.0,0.0,0.0,0.0,0.0,-72.74,-71.74,-71.74
2025-11-12,92.76,0.0,0.0,0.0,-10.74,0.0,-28.74,92.76,92.76,92.76,92.76,92.76,-153.6,-153.6,92.76,92.76,92.76,92.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.76,92.76
2025-11-13,233.26,0.0,0.0,0.0,0.0,0.0,-209.54,233.26,233.26,233.26,233.26,233.26,-209.54,-209.54,233.26,233.26,233.26,233.26,-378.74,-378.74,85.76,0.0,0.0,0.0,0.0,-209.54,233.26,233.26
2025-11-14,0.0,0.0,0.0,0.0,-15.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.76,186.76,0.0,0.0,0.0,0.0,377.26,377.26,0.0,-45.74,-45.74,0.0,-182.24,0.0,0.0,0.0
2025-11-17,-4.74,19.52,0.0,0.0,0.0,0.0,0.0,-4.74,-4.74,-4.74,-4.74,-4.74,-91.24,-91.24,-4.74,-4.74,-4.74,-4.74,-261.49,-261.49,0.0,0.0,0.0,93.26,0.0,0.0,-4.74,-4.74
2025-11-18,-217.24,-10.47999999999999,0.0,0.0,0.0,0.0,0.0,-217.24,-217.24,-217.24,-217.24,-217.24,0.0,0.0,-217.24,-217.24,-217.24,-217.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-217.24,-217.24
2025-11-19,0.0,27.76,-25.74,-25.74,-51.24,-79.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-20,905.76,0.0,-175.42,-175.42,-88.74,0.0,9.76,905.76,905.76,905.76,905.76,905.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.26,0.0,0.0,0.0,-175.42,70.26,905.76,905.76
2025-11-21,0.0,360.76,0.0,0.0,0.0,-172.24,-334.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.24,0.0,0.0
2025-11-24,0.0,0.0,114.76,114.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24,0.0,0.0,0.0
2025-11-25,-10.74,-0.9800000000000182,-53.74,-53.74,0.0,99.26,0.0,-10.74,-10.74,-10.74,-10.74,-10.74,-41.74,-41.74,-10.74,-10.74,-10.74,-10.74,0.0,0.0,0.0,39.76,39.76,0.0,0.0,0.0,-10.74,-10.74
2025-11-26,0.0,149.26,133.26,133.26,0.0,0.0,-198.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.24,-50.24,0.0,0.0,-90.74,0.0,0.0
2025-11-27,0.0,-13.74,0.0,0.0,0.0,-17.24,-17.74,0.0,0.0,0.0,0.0,0.0,6.26,6.26,0.0,0.0,0.0,0.0,6.26,6.26,0.0,0.0,0.0,0.0,0.0,-17.24,0.0,0.0
2025-11-28,0.0,0.0,27.26,61.76,0.0,0.0,70.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.74,0.0,0.0
2025-12-01,0.0,0.0,0.0,0.0,-15.74,0.0,231.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.24,70.76,0.0,0.0
2025-12-02,0.0,92.76,-131.4,-131.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.74,12.76,12.76,-122.07,0.0,0.0,0.0,0.0
2025-12-03,0.0,0.0,0.0,0.0,-58.74,-36.24,-25.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.76,29.76,0.0,-120.24,-51.24,0.0,0.0
2025-12-04,-69.24,110.26,0.0,0.0,-24.74,0.0,-177.98000000000002,-69.24,-69.24,-69.24,0.0,0.0,-136.74,-136.74,-69.24,-69.24,-69.24,-69.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.98,0.0,0.0
2025-12-05,0.0,140.52,49.26,49.26,0.0,0.0,259.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.26,0.0,0.0
2025-12-08,-28.24,0.0,0.0,0.0,0.0,0.0,-77.24,-28.24,-28.24,-28.24,0.0,0.0,-15.74,-15.74,0.0,0.0,0.0,0.0,-90.24,-90.24,85.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,0.0,0.0,0.0,0.0,60.26,15.26,0.0,0.0,0.0,0.0,0.0,0.0,-11.74,-11.74,0.0,0.0,0.0,0.0,103.76,103.76,0.0,0.0,0.0,0.0,-67.24,0.0,0.0,0.0
2025-12-10,-62.24,39.02,0.0,0.0,-47.74,52.76,1.26,-62.24,-62.24,-62.24,0.0,0.0,1.26,1.26,-62.24,-62.24,-62.24,-62.24,-130.74,-130.74,0.0,-130.51,-130.51,0.0,0.0,1.76,0.0,0.0
2025-12-11,0.0,-156.98,0.0,0.0,-13.24,0.0,-145.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.24,-30.24,0.0,0.0,-179.99,0.0,0.0
2025-12-12,392.26,0.0,0.0,0.0,0.0,0.0,-122.24,392.26,392.26,392.26,392.26,392.26,-147.74,-147.74,392.26,392.26,392.26,392.26,-117.24,-117.24,80.26,0.0,0.0,0.0,0.0,-117.24,392.26,392.26
2025-12-15,-5.24,0.0,0.0,0.0,0.0,0.0,0.0,-5.24,-5.24,-5.24,-5.24,-5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.24,-5.24
2025-12-16,0.0,51.02,0.0,0.0,0.0,-31.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.26,0.0,0.0,0.0
2025-12-17,197.26,0.0,0.0,0.0,0.0,0.0,0.0,197.26,197.26,197.26,197.26,197.26,34.26,34.26,197.26,197.26,197.26,197.26,-179.74,-179.74,149.26,0.0,0.0,0.0,0.0,0.0,197.26,197.26
2025-12-18,0.0,143.76,-174.26,-174.26,0.0,0.0,293.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-197.87,0.0,0.0
2025-12-19,0.0,0.0,-163.81,-163.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.24,93.26,0.0,0.0,0.0
2025-12-22,0.0,-13.98,-132.92,-132.92,0.0,0.0,-99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.48,0.0,0.0
2025-12-23,0.0,0.0,0.0,0.0,0.0,56.76,106.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,2.26,8.76,0.0,123.26,0.0,0.0
2025-12-24,0.0,0.0,-0.74,-0.74,0.0,-37.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,0.0,2.020000000000003,-8.74,-8.74,0.0,-8.74,-23.24,0.0,0.0,0.0,0.0,0.0,-44.24,-44.24,0.0,0.0,0.0,0.0,-7.24,-7.24,0.0,0.0,0.0,0.0,0.0,33.76,0.0,0.0
2025-12-29,0.0,46.26,0.0,0.0,0.0,0.0,64.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.74,0.0,0.0,0.0,0.0,-17.24,0.0,0.0
2025-12-30,0.0,-9.24,0.0,0.0,-20.24,36.26,-46.48,0.0,0.0,0.0,0.0,0.0,-34.24,-34.24,0.0,0.0,0.0,0.0,121.76,121.76,0.0,0.0,0.0,0.0,0.0,-43.48,0.0,0.0
2026-01-02,65.26,0.0,-156.4,-156.4,0.0,0.0,-109.24,65.26,65.26,65.26,65.26,65.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.26,0.0,0.0,0.0,0.0,0.0,65.26,65.26
2026-01-05,0.0,24.26,0.0,0.0,0.0,0.0,115.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.26,0.0,0.0
2026-01-06,0.0,0.0,-17.24,-17.24,0.0,0.0,-31.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.74,-22.74,80.76,-73.74,172.76,0.0,0.0
2026-01-07,0.0,0.0,16.26,16.26,0.0,-91.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,0.0,0.0,0.0,0.0
2026-01-08,-75.24,-26.24,0.0,0.0,0.0,0.0,-42.24,-75.24,-75.24,-75.24,-75.24,-75.24,6.76,6.76,-75.24,-75.24,-75.24,-75.24,-87.74,-87.74,-16.74,0.0,0.0,0.0,0.0,0.0,-75.24,-75.24
2026-01-09,0.0,0.0,-188.78,-188.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.76,272.76,0.0,0.0,0.0,0.0,284.26,284.26,0.0,-23.74,-23.74,0.0,0.0,0.0,0.0,0.0
2026-01-12,0.0,0.0,-22.74,-22.74,0.0,-35.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.24,-18.24,-81.24,0.0,0.0,0.0,0.0
2026-01-13,-30.24,29.590000000000003,0.0,0.0,-39.24,-92.52,0.0,-30.24,-30.24,-30.24,-30.24,-30.24,0.0,0.0,-30.24,-30.24,-30.24,-30.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.24,-30.24
2026-01-14,85.76,0.0,0.0,0.0,0.0,0.0,-198.78,85.76,85.76,85.76,85.76,85.76,0.0,0.0,85.76,85.76,85.76,85.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.76,85.76
2026-01-15,0.0,-105.98,65.26,65.26,0.0,0.0,-140.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.74,0.0,0.0
2026-01-16,-166.24,0.0,0.0,0.0,0.0,-91.24,0.0,-166.24,-166.24,-166.24,-166.24,-166.24,-122.24,-122.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166.24,-166.24
2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,65.76,0.0,0.0,0.0,0.0,0.0,65.76,65.76,0.0,0.0,0.0,0.0,19.26,19.26,0.0,0.0,0.0,0.0,-65.74,55.76,0.0,0.0
2026-01-20,0.0,0.0,-108.63,-108.63,-71.74,-111.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.76,0.0,0.0,0.0,0.0
2026-01-21,0.0,-24.24,41.26,41.26,-43.74,54.26,-93.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.26,252.26,0.0,-54.74,290.26,0.0,0.0
2026-01-22,0.0,-21.48,64.76,64.76,0.0,0.0,-82.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,0.0,0.0,157.76,157.76,0.0,0.0,129.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.26,0.0,0.0
2026-01-26,0.0,0.0,29.76,29.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26,0.0,0.0,0.0,0.0
2026-01-27,0.0,0.0,45.76,45.76,0.0,0.0,209.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.48,-29.48,0.0,0.0,148.26,0.0,0.0
2026-01-28,0.0,0.0,-124.88,-124.88,0.0,0.0,-121.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.24,0.0,0.0,0.0,0.0,-176.6,0.0,0.0
2026-01-29,-170.74,0.0,0.0,0.0,0.0,0.0,0.0,-170.74,-170.74,-170.74,-170.74,-170.74,0.0,0.0,-170.74,-170.74,-170.74,-170.74,0.0,0.0,-67.74,0.0,0.0,0.0,0.0,0.0,-170.74,-170.74
2026-01-30,0.0,-156.48,0.0,0.0,-130.24,0.0,-43.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.76,0.0,0.0,0.0,0.0,-19.74,0.0,0.0
2026-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0
2026-02-03,37.26,0.0,0.0,0.0,0.0,0.0,0.0,37.26,37.26,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,37.26,0.0,0.0,9.26,0.0,0.0,0.0,0.0,0.0,37.26,37.26
2026-02-04,462.76,0.0,0.0,0.0,0.0,0.0,-184.74,462.76,462.76,462.76,462.76,462.76,-248.24,-248.24,462.76,462.76,462.76,462.76,0.0,0.0,-142.74,0.0,0.0,0.0,0.0,0.0,462.76,462.76
2026-02-05,0.0,103.01999999999998,0.0,0.0,0.0,0.0,-68.74,0.0,-63.74,-63.74,-63.74,-63.74,-367.74,-367.74,0.0,0.0,-63.74,-63.74,-239.74,-239.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,0.0,0.0,90.26,90.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.76,91.76,-204.24,0.0,0.0,0.0,0.0
2026-02-09,0.0,0.0,100.26,100.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.76,174.76,0.0,0.0,0.0,0.0,396.76,396.76,0.0,-20.74,-20.74,-50.37,0.0,0.0,0.0,0.0
2026-02-10,0.0,13.019999999999996,-158.6,-158.6,0.0,-42.24,64.26,0.0,0.0,0.0,0.0,0.0,-92.24,-92.24,0.0,0.0,0.0,0.0,-37.24,-37.24,0.0,0.0,0.0,0.0,35.26,25.26,0.0,0.0
2026-02-11,0.0,0.0,0.0,0.0,173.51,-68.24,-98.74,0.0,0.0,0.0,0.0,0.0,-95.74,-95.74,0.0,0.0,0.0,0.0,-95.74,-95.74,0.0,0.0,0.0,0.0,0.0,-117.74,0.0,0.0
2026-02-12,418.76,0.0,0.0,0.0,0.0,0.0,0.0,418.76,418.76,418.76,418.76,418.76,-47.24,-47.24,418.76,418.76,418.76,418.76,-47.24,-47.24,-55.24,0.0,0.0,0.0,0.0,0.0,418.76,418.76
2026-02-13,0.0,0.0,0.0,0.0,0.0,123.76,72.76,0.0,0.0,0.0,0.0,0.0,72.76,72.76,0.0,0.0,0.0,0.0,223.76,223.76,0.0,0.0,0.0,0.0,0.0,-0.74,0.0,0.0
2026-02-16,-138.74,-69.98,0.0,0.0,-12.24,0.0,-57.24,-138.74,-138.74,-138.74,-138.74,-138.74,-90.74,-90.74,-138.74,-138.74,-138.74,-138.74,-155.24,-155.24,0.0,0.0,0.0,0.0,55.76,-86.24,-138.74,-138.74
2026-02-17,-15.24,214.76,0.0,0.0,-21.24,-83.74,-265.43,-15.24,-15.24,-15.24,-15.24,-15.24,-188.24,-188.24,-15.24,-15.24,-15.24,-15.24,-132.74,-132.74,0.0,0.0,0.0,0.0,0.0,0.0,-15.24,-15.24
2026-02-18,0.0,0.0,81.26,81.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.87,0.0,0.0,0.0,0.0
2026-02-19,-34.74,-105.98,0.0,0.0,6.76,0.0,122.76,-34.74,-34.74,-34.74,-34.74,-34.74,122.76,122.76,-34.74,-34.74,-34.74,-34.74,85.76,85.76,0.0,0.0,0.0,0.0,-111.74,107.76,-34.74,-34.74
2026-02-20,0.0,0.0,64.26,64.26,0.0,305.76,0.0,0.0,0.0,0.0,0.0,0.0,155.26,155.26,0.0,0.0,0.0,0.0,436.26,436.26,0.0,0.0,0.0,221.76,0.0,0.0,0.0,0.0
2026-02-23,14.26,0.0,0.0,0.0,115.26,0.0,-65.24,14.26,14.26,14.26,14.26,14.26,0.0,0.0,14.26,14.26,14.26,14.26,0.0,0.0,78.26,0.0,0.0,0.0,0.0,0.0,14.26,14.26
2026-02-24,0.0,0.0,-20.74,-20.74,0.0,0.0,120.26,0.0,0.0,0.0,0.0,0.0,120.26,120.26,0.0,0.0,0.0,0.0,195.26,195.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,0.0,0.0,-78.74,-78.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.26,36.26,0.0,0.0,0.0
2026-02-26,-27.24,0.0,0.0,0.0,0.0,0.0,-106.24,-27.24,-27.24,-27.24,-27.24,-27.24,-106.24,-106.24,-27.24,-27.24,-27.24,-27.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.74,-27.24,-27.24
2026-02-27,0.0,0.0,0.0,0.0,0.0,0.0,203.26,0.0,0.0,0.0,0.0,0.0,203.26,203.26,0.0,0.0,0.0,0.0,202.26,202.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,0.0,0.0,0.76,0.76,-45.74,-9.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.74,-38.74,55.26,0.0,0.0,0.0,0.0
2026-03-03,0.0,204.76,0.0,0.0,0.0,0.0,-184.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.74,0.0,0.0
2026-03-04,0.0,0.0,301.76,301.76,0.0,0.0,386.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.76,0.0,0.0
2026-03-05,266.76,-235.98,0.0,0.0,86.26,0.0,0.0,266.76,266.76,266.76,266.76,266.76,0.0,0.0,266.76,266.76,266.76,266.76,0.0,0.0,-42.74,0.0,0.0,0.0,205.76,0.0,266.76,266.76
2026-03-06,0.0,0.0,0.0,0.0,0.0,0.0,215.26,0.0,0.0,0.0,0.0,0.0,215.26,215.26,0.0,0.0,0.0,0.0,331.26,331.26,0.0,0.0,0.0,0.0,0.0,201.26,0.0,0.0
2026-03-09,0.0,284.76,0.0,0.0,0.0,91.01,-224.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.77,-83.77,0.0,0.0,0.0,0.0,0.0
2026-03-10,0.0,0.0,64.76,64.76,0.0,-91.74,-143.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-176.74,0.0,0.0
2026-03-11,0.0,-72.74,0.0,0.0,-16.74,0.0,-77.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.24,0.0,0.0,0.0,99.76,0.0,0.0,0.0
2026-03-12,-105.74,0.0,0.0,0.0,0.0,0.0,0.0,-105.74,-105.74,-105.74,-105.74,-105.74,-122.74,-122.74,-105.74,-105.74,-105.74,-105.74,-216.74,-216.74,62.26,0.0,0.0,0.0,0.0,0.0,-105.74,-105.74
2026-03-13,-5.74,0.0,0.0,0.0,-58.24,0.0,-68.98,-5.74,-5.74,-5.74,-5.74,-5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.26,0.0,0.0,0.0,0.0,-78.24,-5.74,-5.74
2026-03-16,0.0,56.02000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.74,-33.74,0.0,-27.74,0.0,0.0,0.0
2026-03-17,0.0,97.52,-123.63,-123.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-18,-64.24,-115.48,0.0,0.0,0.0,0.0,0.0,-64.24,-64.24,-64.24,-64.24,-64.24,0.0,0.0,-64.24,-64.24,-64.24,-64.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.24,-64.24
2026-03-19,0.0,0.0,0.0,0.0,0.0,-75.74,219.76,0.0,0.0,0.0,0.0,0.0,219.76,219.76,0.0,0.0,0.0,0.0,-29.24,-29.24,0.0,0.0,0.0,-117.43,-94.74,0.0,0.0,0.0
2026-03-20,-71.74,0.0,0.0,0.0,0.0,0.0,-21.74,-71.74,-71.74,-71.74,-71.74,-71.74,0.0,0.0,-71.74,-71.74,-71.74,-71.74,0.0,0.0,169.26,0.0,0.0,0.0,0.0,-110.86,-71.74,-71.74
2026-03-23,0.0,-27.74,130.76,130.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.24,0.0,0.0,0.0
2026-03-24,-15.74,-82.24,0.0,0.0,0.0,0.0,-74.24,-15.74,-15.74,-15.74,-15.74,-15.74,30.26,30.26,-15.74,-15.74,-15.74,-15.74,53.76,53.76,0.0,0.0,0.0,0.0,0.0,-153.74,-15.74,-15.74
2026-03-25,0.0,-126.48,164.26,164.26,0.0,0.0,92.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.26,0.0,0.0
