trading_session,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1,phase12a::MNQ_12a_odpullback_long_first_pullback_OD15_drive_boundary_retest_resume_close_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_first_touch_only_mt1,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_midpoint_rejection_from_level_short_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_close_rejection_from_level_long_two_bar_confirm_fill_next_open_structure_target_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase12a::MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2
2025-12-02,0.0,-68.24,92.76,0.0,0.0,-131.4,-131.4,0.0,0.0,0.0,-122.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.74,-36.24,-25.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,-69.24,0.0,110.26,0.0,0.0,0.0,0.0,-24.74,0.0,-177.98000000000002,0.0,-69.24,-69.24,-69.24,0.0,0.0,-136.74,-136.74,-69.24,-69.24,-69.24,-69.24,0.0,0.0
2025-12-05,0.0,0.0,140.52,0.0,0.0,49.26,49.26,0.0,0.0,259.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,-28.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.24,0.0,-28.24,-28.24,-28.24,0.0,0.0,-15.74,-15.74,0.0,0.0,0.0,0.0,-90.24,-90.24
2025-12-09,0.0,0.0,0.0,-11.74,0.0,0.0,0.0,60.26,15.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.74,-11.74,0.0,0.0,0.0,0.0,103.76,103.76
2025-12-10,-62.24,0.0,39.02,0.0,0.0,0.0,0.0,-47.74,52.76,1.26,0.0,-62.24,-62.24,-62.24,0.0,0.0,1.26,1.26,-62.24,-62.24,-62.24,-62.24,-130.74,-130.74
2025-12-11,0.0,0.0,-156.98,0.0,0.0,0.0,0.0,-13.24,0.0,-145.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,392.26,0.0,0.0,-147.74,392.26,0.0,0.0,0.0,0.0,-122.24,0.0,392.26,392.26,392.26,392.26,392.26,-147.74,-147.74,392.26,392.26,392.26,392.26,-117.24,-117.24
2025-12-15,-5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.24,-5.24,-5.24,-5.24,-5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,0.0,0.0,51.02,0.0,0.0,0.0,0.0,0.0,-31.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17,197.26,0.0,0.0,34.26,197.26,0.0,0.0,0.0,0.0,0.0,0.0,197.26,197.26,197.26,197.26,197.26,34.26,34.26,197.26,197.26,197.26,197.26,-179.74,-179.74
2025-12-18,0.0,0.0,143.76,0.0,0.0,-174.26,-174.26,0.0,0.0,293.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,0.0,-44.74,0.0,0.0,0.0,-163.81,-163.81,0.0,0.0,0.0,-130.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-22,0.0,0.0,-13.98,0.0,0.0,-132.92,-132.92,0.0,0.0,-99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-23,0.0,54.76,0.0,0.0,0.0,0.0,0.0,0.0,56.76,106.76,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-24,0.0,0.0,0.0,0.0,0.0,-0.74,-0.74,0.0,-37.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,0.0,0.0,2.020000000000003,0.0,0.0,-8.74,-8.74,0.0,-8.74,-23.24,0.0,0.0,0.0,0.0,0.0,0.0,-44.24,-44.24,0.0,0.0,0.0,0.0,-7.24,-7.24
2025-12-29,0.0,0.0,46.26,0.0,0.0,0.0,0.0,0.0,0.0,64.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-30,0.0,0.0,-9.24,0.0,0.0,0.0,0.0,-20.24,36.26,-46.48,0.0,0.0,0.0,0.0,0.0,0.0,-34.24,-34.24,0.0,0.0,0.0,0.0,121.76,121.76
2026-01-02,65.26,0.0,0.0,0.0,0.0,-156.4,-156.4,0.0,0.0,-109.24,0.0,65.26,65.26,65.26,65.26,65.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,0.0,0.0,24.26,0.0,0.0,0.0,0.0,0.0,0.0,115.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06,0.0,-47.24,0.0,0.0,0.0,-17.24,-17.24,0.0,0.0,-31.24,80.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07,0.0,-54.24,0.0,0.0,0.0,16.26,16.26,0.0,-91.24,0.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,-75.24,0.0,-26.24,6.76,-75.24,0.0,0.0,0.0,0.0,-42.24,0.0,-75.24,-75.24,-75.24,-75.24,-75.24,6.76,6.76,-75.24,-75.24,-75.24,-75.24,-87.74,-87.74
2026-01-09,0.0,86.26,0.0,272.76,0.0,-188.78,-188.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.76,272.76,0.0,0.0,0.0,0.0,284.26,284.26
2026-01-12,0.0,-25.74,0.0,0.0,0.0,-22.74,-22.74,0.0,-35.24,0.0,-81.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-13,-30.24,0.0,29.590000000000003,0.0,-30.24,0.0,0.0,-39.24,-92.52,0.0,0.0,-30.24,-30.24,-30.24,-30.24,-30.24,0.0,0.0,-30.24,-30.24,-30.24,-30.24,0.0,0.0
2026-01-14,85.76,0.0,0.0,0.0,85.76,0.0,0.0,0.0,0.0,-198.78,0.0,85.76,85.76,85.76,85.76,85.76,0.0,0.0,85.76,85.76,85.76,85.76,0.0,0.0
2026-01-15,0.0,0.0,-105.98,0.0,0.0,65.26,65.26,0.0,0.0,-140.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,-166.24,0.0,0.0,-122.24,0.0,0.0,0.0,0.0,-91.24,0.0,0.0,-166.24,-166.24,-166.24,-166.24,-166.24,-122.24,-122.24,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,0.0,0.0,0.0,65.76,0.0,0.0,0.0,0.0,0.0,65.76,0.0,0.0,0.0,0.0,0.0,0.0,65.76,65.76,0.0,0.0,0.0,0.0,19.26,19.26
2026-01-20,0.0,-78.24,0.0,0.0,0.0,-108.63,-108.63,-71.74,-111.4,0.0,89.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-21,0.0,-109.24,-24.24,0.0,0.0,41.26,41.26,-43.74,54.26,-93.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-22,0.0,0.0,-21.48,0.0,0.0,64.76,64.76,0.0,0.0,-82.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,0.0,0.0,0.0,0.0,0.0,157.76,157.76,0.0,0.0,129.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-26,0.0,-30.24,0.0,0.0,0.0,29.76,29.76,0.0,0.0,0.0,36.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-27,0.0,0.0,0.0,0.0,0.0,45.76,45.76,0.0,0.0,209.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-28,0.0,0.0,0.0,0.0,0.0,-124.88,-124.88,0.0,0.0,-121.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-29,-170.74,0.0,0.0,0.0,-170.74,0.0,0.0,0.0,0.0,0.0,0.0,-170.74,-170.74,-170.74,-170.74,-170.74,0.0,0.0,-170.74,-170.74,-170.74,-170.74,0.0,0.0
2026-01-30,0.0,0.0,-156.48,0.0,0.0,0.0,0.0,-130.24,0.0,-43.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,0.0,210.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,37.26,0.0,0.0,0.0,37.26,0.0,0.0,0.0,0.0,0.0,0.0,37.26,37.26,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,37.26,0.0,0.0
2026-02-04,462.76,0.0,0.0,-248.24,462.76,0.0,0.0,0.0,0.0,-184.74,0.0,462.76,462.76,462.76,462.76,462.76,-248.24,-248.24,462.76,462.76,462.76,462.76,0.0,0.0
2026-02-05,0.0,0.0,103.01999999999998,-367.74,-63.74,0.0,0.0,0.0,0.0,-68.74,0.0,0.0,-63.74,-63.74,-63.74,-63.74,-367.74,-367.74,0.0,0.0,-63.74,-63.74,-239.74,-239.74
2026-02-06,0.0,147.26,0.0,0.0,0.0,90.26,90.26,0.0,0.0,0.0,-204.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,0.0,164.26,0.0,174.76,0.0,100.26,100.26,0.0,0.0,0.0,-50.37,0.0,0.0,0.0,0.0,0.0,174.76,174.76,0.0,0.0,0.0,0.0,396.76,396.76
2026-02-10,0.0,0.0,13.019999999999996,-92.24,0.0,-158.6,-158.6,0.0,-42.24,64.26,0.0,0.0,0.0,0.0,0.0,0.0,-92.24,-92.24,0.0,0.0,0.0,0.0,-37.24,-37.24
2026-02-11,0.0,0.0,0.0,-95.74,0.0,0.0,0.0,173.51,-68.24,-98.74,0.0,0.0,0.0,0.0,0.0,0.0,-95.74,-95.74,0.0,0.0,0.0,0.0,-95.74,-95.74
2026-02-12,418.76,0.0,0.0,-47.24,418.76,0.0,0.0,0.0,0.0,0.0,0.0,418.76,418.76,418.76,418.76,418.76,-47.24,-47.24,418.76,418.76,418.76,418.76,-47.24,-47.24
2026-02-13,0.0,0.0,0.0,72.76,0.0,0.0,0.0,0.0,123.76,72.76,0.0,0.0,0.0,0.0,0.0,0.0,72.76,72.76,0.0,0.0,0.0,0.0,223.76,223.76
2026-02-16,-138.74,0.0,-69.98,-90.74,-138.74,0.0,0.0,-12.24,0.0,-57.24,0.0,-138.74,-138.74,-138.74,-138.74,-138.74,-90.74,-90.74,-138.74,-138.74,-138.74,-138.74,-155.24,-155.24
2026-02-17,-15.24,0.0,214.76,-188.24,-15.24,0.0,0.0,-21.24,-83.74,-265.43,0.0,-15.24,-15.24,-15.24,-15.24,-15.24,-188.24,-188.24,-15.24,-15.24,-15.24,-15.24,-132.74,-132.74
2026-02-18,0.0,0.0,0.0,0.0,0.0,81.26,81.26,0.0,0.0,0.0,-62.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,-34.74,0.0,-105.98,122.76,-34.74,0.0,0.0,6.76,0.0,122.76,0.0,-34.74,-34.74,-34.74,-34.74,-34.74,122.76,122.76,-34.74,-34.74,-34.74,-34.74,85.76,85.76
2026-02-20,0.0,156.26,0.0,155.26,0.0,64.26,64.26,0.0,305.76,0.0,221.76,0.0,0.0,0.0,0.0,0.0,155.26,155.26,0.0,0.0,0.0,0.0,436.26,436.26
2026-02-23,14.26,0.0,0.0,0.0,14.26,0.0,0.0,115.26,0.0,-65.24,0.0,14.26,14.26,14.26,14.26,14.26,0.0,0.0,14.26,14.26,14.26,14.26,0.0,0.0
2026-02-24,0.0,50.76,0.0,0.0,0.0,-20.74,-20.74,0.0,0.0,120.26,0.0,0.0,0.0,0.0,0.0,0.0,120.26,120.26,0.0,0.0,0.0,0.0,195.26,195.26
2026-02-25,0.0,6.76,0.0,0.0,0.0,-78.74,-78.74,0.0,0.0,0.0,53.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,-27.24,0.0,0.0,-106.24,-27.24,0.0,0.0,0.0,0.0,-106.24,0.0,-27.24,-27.24,-27.24,-27.24,-27.24,-106.24,-106.24,-27.24,-27.24,-27.24,-27.24,0.0,0.0
2026-02-27,0.0,0.0,0.0,203.26,0.0,0.0,0.0,0.0,0.0,203.26,0.0,0.0,0.0,0.0,0.0,0.0,203.26,203.26,0.0,0.0,0.0,0.0,202.26,202.26
2026-03-02,0.0,55.26,0.0,0.0,0.0,0.76,0.76,-45.74,-9.74,0.0,55.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,0.0,0.0,204.76,0.0,0.0,0.0,0.0,0.0,0.0,-184.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,0.0,0.0,0.0,0.0,0.0,301.76,301.76,0.0,0.0,386.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,266.76,0.0,-235.98,0.0,266.76,0.0,0.0,86.26,0.0,0.0,0.0,266.76,266.76,266.76,266.76,266.76,0.0,0.0,266.76,266.76,266.76,266.76,0.0,0.0
2026-03-06,0.0,0.0,0.0,215.26,0.0,0.0,0.0,0.0,0.0,215.26,0.0,0.0,0.0,0.0,0.0,0.0,215.26,215.26,0.0,0.0,0.0,0.0,331.26,331.26
2026-03-09,0.0,0.0,284.76,0.0,0.0,0.0,0.0,0.0,91.01,-224.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-10,0.0,0.0,0.0,0.0,0.0,64.76,64.76,0.0,-91.74,-143.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-11,0.0,0.0,-72.74,0.0,0.0,0.0,0.0,-16.74,0.0,-77.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-12,-105.74,0.0,0.0,-122.74,-105.74,0.0,0.0,0.0,0.0,0.0,0.0,-105.74,-105.74,-105.74,-105.74,-105.74,-122.74,-122.74,-105.74,-105.74,-105.74,-105.74,-216.74,-216.74
2026-03-13,-5.74,0.0,0.0,0.0,0.0,0.0,0.0,-58.24,0.0,-68.98,0.0,-5.74,-5.74,-5.74,-5.74,-5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-16,0.0,0.0,56.02000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-17,0.0,-101.53,97.52,0.0,0.0,-123.63,-123.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-18,-64.24,0.0,-115.48,0.0,-64.24,0.0,0.0,0.0,0.0,0.0,0.0,-64.24,-64.24,-64.24,-64.24,-64.24,0.0,0.0,-64.24,-64.24,-64.24,-64.24,0.0,0.0
2026-03-19,0.0,-136.24,0.0,219.76,0.0,0.0,0.0,0.0,-75.74,219.76,-117.43,0.0,0.0,0.0,0.0,0.0,219.76,219.76,0.0,0.0,0.0,0.0,-29.24,-29.24
2026-03-20,-71.74,0.0,0.0,0.0,-71.74,0.0,0.0,0.0,0.0,-21.74,0.0,-71.74,-71.74,-71.74,-71.74,-71.74,0.0,0.0,-71.74,-71.74,-71.74,-71.74,0.0,0.0
2026-03-23,0.0,0.0,-27.74,0.0,0.0,130.76,130.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-24,-15.74,0.0,-82.24,30.26,-15.74,0.0,0.0,0.0,0.0,-74.24,0.0,-15.74,-15.74,-15.74,-15.74,-15.74,30.26,30.26,-15.74,-15.74,-15.74,-15.74,53.76,53.76
2026-03-25,0.0,0.0,-126.48,0.0,0.0,164.26,164.26,0.0,0.0,92.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-26,103.26,0.0,-136.48,63.76,103.26,0.0,0.0,0.0,0.0,63.76,0.0,103.26,103.26,103.26,103.26,103.26,63.76,63.76,103.26,103.26,103.26,103.26,-233.37,-233.37
2026-03-27,0.0,0.0,-108.24,-128.74,-217.24,0.0,0.0,0.0,0.0,-128.74,0.0,0.0,-217.24,-217.24,-217.24,-217.24,-128.74,-128.74,0.0,0.0,-217.24,-217.24,0.0,0.0
2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-31,0.0,0.0,165.76,0.0,0.0,-82.24,-82.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-01,0.0,0.0,0.0,0.0,0.0,127.26,127.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.24,0.0,412.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-06,0.0,0.0,54.02,0.0,0.0,18.76,18.76,0.0,41.76,118.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-07,41.76,0.0,-129.98,0.0,41.76,0.0,0.0,0.0,0.0,-124.74,0.0,41.76,41.76,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,41.76,0.0,0.0
2026-04-08,0.0,0.0,-27.24,0.0,0.0,-85.74,-85.74,0.0,0.0,-116.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-09,0.0,-38.74,42.76,0.0,0.0,0.0,0.0,0.0,0.0,-14.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,0.0,0.0,94.76,0.0,0.0,107.26,107.26,0.0,-13.74,-30.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-13,0.0,0.0,0.0,0.0,0.0,34.26,34.26,-19.24,-56.24,-49.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-14,0.0,49.26,0.0,0.0,0.0,133.26,133.26,0.0,0.0,0.0,169.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-15,0.0,0.0,0.0,0.0,0.0,70.26,70.26,0.0,0.0,162.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-16,0.0,0.0,178.26,84.26,0.0,159.76,159.76,0.0,140.76,-100.74,0.0,0.0,0.0,0.0,0.0,0.0,84.26,84.26,0.0,0.0,0.0,0.0,220.76,220.76
2026-04-17,0.0,0.0,0.0,0.0,0.0,109.76,109.76,0.0,0.0,0.0,61.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21,-31.24,0.0,-71.98,161.26,-31.24,11.76,11.76,109.76,-73.74,225.26,0.0,-31.24,-31.24,-31.24,-31.24,-31.24,161.26,161.26,-31.24,-31.24,-31.24,-31.24,-205.24,-205.24
2026-04-22,0.0,0.0,0.0,0.0,0.0,218.76,218.76,0.0,0.0,250.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-23,0.0,111.76,0.0,0.0,0.0,102.26,102.26,0.0,43.76,0.0,189.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-24,0.0,0.0,203.26,0.0,0.0,93.76,93.76,0.0,0.0,-2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,-12.24,0.0,-87.48,-56.24,-12.24,0.0,0.0,0.0,0.0,-164.48,0.0,-12.24,-12.24,-12.24,-12.24,-12.24,-56.24,-56.24,-12.24,-12.24,-12.24,-12.24,-70.74,-70.74
2026-04-28,0.0,0.0,-158.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-29,0.0,0.0,0.0,0.0,0.0,27.76,27.76,0.0,-76.67,59.76,0.0,0.0,0.0,0.0,0.0,0.0,83.76,83.76,0.0,0.0,0.0,0.0,162.26,162.26
2026-04-30,0.0,0.0,152.02,245.26,0.0,129.26,129.26,-116.24,9.26,-151.24,0.0,0.0,0.0,0.0,0.0,0.0,245.26,245.26,0.0,0.0,0.0,0.0,349.76,349.76
2026-05-01,0.0,-78.24,0.0,0.0,0.0,-168.54,-168.54,0.0,0.0,0.0,-96.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,0.0,0.0,0.0,0.0,0.0,-112.52,-112.52,117.26,72.76,109.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-05,0.0,-27.24,0.0,0.0,0.0,-109.35,-109.35,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-06,0.0,105.26,0.0,0.0,0.0,162.76,162.76,0.0,0.0,0.0,67.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-07,-61.24,0.0,-101.98,0.0,0.0,187.76,187.76,0.0,-109.24,261.26,0.0,-61.24,-61.24,-61.24,-61.24,-61.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,0.0,0.0,0.0,0.0,0.0,-0.24,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11,0.0,0.26,180.26,0.0,0.0,-188.72,-188.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-12,305.26,0.0,0.0,-101.74,305.26,0.0,0.0,0.0,0.0,-321.48,0.0,305.26,305.26,305.26,305.26,305.26,-101.74,-101.74,305.26,305.26,305.26,305.26,-210.74,-210.74
2026-05-13,0.0,0.0,162.26,0.0,0.0,0.76,0.76,0.0,0.0,184.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-14,0.0,125.76,0.0,0.0,0.0,160.26,160.26,0.0,0.0,0.0,125.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-15,0.0,0.0,0.0,238.26,0.0,0.0,0.0,0.0,0.0,238.26,0.0,0.0,0.0,0.0,0.0,0.0,238.26,238.26,0.0,0.0,0.0,0.0,273.76,273.76
