phase16a_rank,candidate_id,instrument,module_family,side,regime_variant,confirmation_model,exit_variant,timeframe,atr_cap_multiple,buffer_ticks,time_stop_minutes,max_trades_per_day,regime_build_start,regime_build_end,lunch_build_start,lunch_build_end,trade_start,trade_end,entry_rule,target_type,paper_trading_approved,trades,active_days,trades_per_active_day,gross_pnl,net_pnl,stress_pnl,validation_pnl,holdout_pnl,max_drawdown,best_day_concentration,best_trade_concentration,avg_mfe,avg_mae,walk_forward_test_pnl,walk_forward_stress_pnl,positive_wf_test_folds_pct,worst_wf_test_fold,average_correlation_to_registry,max_correlation_to_registry,average_correlation_to_playbook,max_correlation_to_playbook,gap_days_covered,incremental_gap_days_covered,invalid_risk_skipped_count,signals_found,official_gates_passed,validation_level,primary_fold_view,companion_fold_views,fold_adequacy_status,folds_below_min_activity,high_vol_mixed_power_expand_days_covered,high_vol_mixed_no_power_expand_days_covered,weak_fold_days_covered,no_trade_large_intraday_movement_days_covered,prior_level_interaction_days_covered,phase16a_label,signal_evidence_status,tradability_status,research_track,portfolio_role,reject_reasons,phase16a_score
11,MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_midpoint,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,0,0,0,0,0,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,0.0
12,MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,long,broad_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,27,27,1.0,309.51,235.53,208.53,117.36,181.91,-328.48,0.89271,0.89271,90.8,63.19,110.45,91.45,0.333333,-134.58,0.081461,0.375336,0.062252,0.317026,26,0,0,27,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,10,4,9,27,0,26,phase16a_positive_uncorrelated_research_signal,positive_research_signal,not_tradable_low_activity,priority_research_signal_for_more_data,diversifier_module,low activity; fold instability; concentration; fold adequacy,-28.5
13,MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,long,broad_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,27,27,1.0,190.12,116.14,89.14,88.14,62.91,-328.48,1.810401,1.810401,78.31,63.19,-37.77,-56.77,0.333333,-134.58,0.076094,0.399,0.055706,0.336414,26,0,0,27,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,10,4,9,27,0,26,phase16a_watchlist_needs_more_history,weak_research_signal,watchlist_needs_more_history,priority_research_signal_for_more_data,rare_setup_module,low activity; fold instability; concentration; fold adequacy,-296.11
14,MNQ_16a_high_vol_mixed_late_resolution_breakout_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,3,3,1.0,-123.0,-131.22,-134.22,0.0,-162.74,-162.74,1.0,1.0,84.0,276.33,-69.48,-71.48,0.166667,-163.74,0.057144,0.575522,0.120686,0.460632,3,0,0,3,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,1,1,3,0,2,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-368.44
15,MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,24,24,1.0,268.18,202.42,178.42,371.3,-353.3,-640.06,1.416658,1.416658,102.9,87.79,99.3,81.3,0.666667,-557.32,0.059871,0.276396,0.047956,0.221704,24,0,0,24,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,11,6,6,24,0,23,phase16a_watchlist_needs_more_history,weak_research_signal,watchlist_needs_more_history,priority_research_signal_for_more_data,rare_setup_module,negative holdout; low activity; fold instability; concentration; fold adequacy,-380.34
16,MNQ_16a_high_vol_mixed_midpoint_reclaim_long_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,long,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,5,5,1.0,54.5,40.8,35.8,0.0,-179.98,-231.24,5.851961,5.851961,217.7,59.4,-221.72,-224.72,0.0,-181.98,0.030384,0.187854,0.077716,0.178079,5,0,0,5,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,1,5,0,5,phase16a_watchlist_needs_more_history,weak_research_signal,watchlist_needs_more_history,priority_research_signal_for_more_data,rare_setup_module,negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-420.16
17,MNQ_16a_high_vol_mixed_late_resolution_breakout_long_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,long,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,4,4,1.0,-131.22,-142.18,-146.18,0.0,-58.98,-214.44,1.0,1.0,137.25,103.88,-58.98,-60.98,0.0,-60.98,0.062908,0.171276,0.05045,0.148928,4,0,0,4,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,2,1,4,0,4,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-421.6
18,MNQ_16a_high_vol_mixed_late_resolution_breakout_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,3,3,1.0,-204.0,-212.22,-215.22,0.0,-71.74,-145.98,1.0,1.0,42.83,301.67,-145.98,-147.98,0.0,-75.24,0.08122,0.409156,0.102952,0.323921,3,0,0,3,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,1,1,3,0,2,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-509.18
19,MNQ_16a_high_vol_mixed_late_resolution_breakout_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,3,3,1.0,-204.0,-212.22,-215.22,0.0,-71.74,-145.98,1.0,1.0,42.83,301.67,-145.98,-147.98,0.0,-75.24,0.08122,0.409156,0.102952,0.323921,3,0,0,3,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,1,1,3,0,2,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-509.18
20,MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,24,24,1.0,198.11,132.35,108.35,363.8,-415.87,-702.63,2.166679,2.166679,96.31,82.85,29.23,11.23,0.666667,-619.89,0.062251,0.329587,0.052147,0.264181,24,0,0,24,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,11,6,6,24,0,23,phase16a_watchlist_needs_more_history,weak_research_signal,watchlist_needs_more_history,priority_research_signal_for_more_data,rare_setup_module,negative holdout; low activity; fold instability; concentration; fold adequacy,-583.05
21,MNQ_16a_high_vol_mixed_late_resolution_breakout_long_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,long,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,2,2,1.0,-191.43,-196.91,-198.91,0.0,-256.67,-256.67,1.0,1.0,132.25,145.25,-256.67,-257.67,0.0,-257.67,0.062837,0.680344,0.104641,0.544638,2,0,0,2,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,1,0,2,0,2,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; high correlation; low activity; fold instability; concentration; fold adequacy,-713.25
22,MNQ_16a_high_vol_mixed_late_resolution_breakout_long_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,long,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,2,2,1.0,-191.43,-196.91,-198.91,0.0,-256.67,-256.67,1.0,1.0,132.25,145.25,-256.67,-257.67,0.0,-257.67,0.062837,0.680344,0.104641,0.544638,2,0,0,2,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,1,0,2,0,2,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; high correlation; low activity; fold instability; concentration; fold adequacy,-713.25
23,MNQ_16a_high_vol_mixed_late_resolution_breakout_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,3,3,1.0,-283.0,-291.22,-294.22,0.0,-162.74,-229.48,1.0,1.0,84.0,296.33,-229.48,-231.48,0.0,-163.74,0.075493,0.611162,0.105981,0.486745,3,0,0,3,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,1,1,3,0,2,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; high correlation; low activity; fold instability; concentration; fold adequacy,-755.18
24,MNQ_16a_high_vol_mixed_midpoint_reclaim_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,6,6,1.0,-203.5,-219.94,-225.94,0.0,-142.48,-337.22,1.0,1.0,164.33,178.75,-220.72,-223.72,0.0,-144.48,0.085129,0.412057,0.082383,0.328696,6,0,0,6,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,2,6,0,5,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-786.88
25,MNQ_16a_high_vol_mixed_midpoint_reclaim_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,6,6,1.0,-203.5,-219.94,-225.94,0.0,-142.48,-337.22,1.0,1.0,164.33,178.75,-220.72,-223.72,0.0,-144.48,0.085129,0.412057,0.082383,0.328696,6,0,0,6,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,2,6,0,5,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-786.88
26,MNQ_16a_high_vol_mixed_midpoint_reclaim_long_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,long,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,5,5,1.0,-76.0,-89.7,-94.7,0.0,-310.48,-352.22,1.0,1.0,202.6,59.4,-352.22,-355.22,0.0,-312.48,0.034135,0.184395,0.094468,0.150076,5,0,0,5,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,1,5,0,5,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-802.14
27,MNQ_16a_high_vol_mixed_extreme_fade_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_extreme_fade,long,broad_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_midpoint,False,14,14,1.0,-312.62,-350.98,-364.98,-4.48,-328.23,-460.69,1.0,1.0,73.0,99.57,-173.43,-182.43,0.333333,-332.23,0.041404,0.162368,0.037395,0.097256,12,0,0,14,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,4,5,14,0,12,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1008.1
28,MNQ_16a_high_vol_mixed_extreme_fade_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_extreme_fade,long,broad_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_midpoint,False,14,14,1.0,-312.62,-350.98,-364.98,-4.48,-328.23,-460.69,1.0,1.0,73.0,99.57,-173.43,-182.43,0.333333,-332.23,0.041404,0.162368,0.037395,0.097256,12,0,0,14,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,4,5,14,0,12,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1008.1
29,MNQ_16a_high_vol_mixed_extreme_fade_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_extreme_fade,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_midpoint,False,17,17,1.0,-476.0,-522.58,-539.58,20.78,-322.7,-497.34,1.0,1.0,77.65,86.41,-157.9,-167.9,0.333333,-248.46,0.040689,0.149505,0.024393,0.094166,15,0,0,17,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,12,4,6,17,0,15,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative holdout; low activity; fold instability; concentration; fold adequacy,-1204.82
