module_id,phase,candidate_id,source_family,market_condition,module_family,portfolio_role,plain_english_rule,signal_evidence_status,tradability_status,research_track,portfolio_contribution_status,official_gates_passed,paper_trading_approved,net_pnl,stress_pnl,validation_pnl,holdout_pnl,walk_forward_stress_pnl,positive_wf_test_folds_pct,trades,active_days,best_day_concentration,best_trade_concentration,average_correlation_to_registry,max_correlation_to_registry,average_correlation_to_portfolio_audit,max_correlation_to_portfolio_audit,level_source,source_window,trade_window,source_report
MNQ_12a_odpullback_long_first_pullback_OD15_drive_boundary_retest_resume_close_fill_next_open_hard_stop_time_exit,phase12a,MNQ_12a_odpullback_long_first_pullback_OD15_drive_boundary_retest_resume_close_fill_next_open_hard_stop_time_exit,opening_drive_first_pullback,trend_day,pullback_continuation,rare_setup_module,MNQ opening-drive first-pullback continuation using unchanged Phase 12A rules.,real_but_nontradable_signal,not_tradable_low_activity,rare_setup_research_signal,previously_parked_research_signal,False,False,1006.49,953.49,41.79,226.88,440.05,0.5,53,53,0.225298,0.225298,,,,,,,,reports/phase12a_research_signal_packet.md
MNQ_12a_odpullback_long_first_pullback_OD15_drive_boundary_retest_resume_close_fill_next_open_structure_target_time_exit,phase12a,MNQ_12a_odpullback_long_first_pullback_OD15_drive_boundary_retest_resume_close_fill_next_open_structure_target_time_exit,opening_drive_first_pullback,trend_day,pullback_continuation,rare_setup_module,MNQ opening-drive first-pullback continuation using unchanged Phase 12A rules.,positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,previously_parked_research_signal,False,False,67.49,14.49,58.79,173.88,7.05,0.0,53,53,2.315306,2.315306,,,,,,,,reports/phase12a_research_signal_packet.md
MNQ_12a_odpullback_long_first_pullback_OD15_drive_boundary_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,phase12a,MNQ_12a_odpullback_long_first_pullback_OD15_drive_boundary_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,opening_drive_first_pullback,trend_day,pullback_continuation,rare_setup_module,MNQ opening-drive first-pullback continuation using unchanged Phase 12A rules.,positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,previously_parked_research_signal,False,False,761.81,715.81,313.11,51.38,617.77,0.0,46,46,0.291096,0.291096,,,,,,,,reports/phase12a_research_signal_packet.md
MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_resume_close_fill_next_open_hard_stop_time_exit,phase12a,MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_resume_close_fill_next_open_hard_stop_time_exit,opening_drive_first_pullback,trend_day,pullback_continuation,rare_setup_module,MNQ opening-drive first-pullback continuation using unchanged Phase 12A rules.,positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,previously_parked_research_signal,False,False,220.86,166.86,315.08,131.9,242.88,0.0,54,54,0.884089,0.884089,,,,,,,,reports/phase12a_research_signal_packet.md
MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,phase12a,MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,opening_drive_first_pullback,trend_day,pullback_continuation,rare_setup_module,MNQ opening-drive first-pullback continuation using unchanged Phase 12A rules.,positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,previously_parked_research_signal,False,False,682.13,637.13,381.0,495.83,482.23,0.0,45,45,0.325099,0.325099,,,,,,,,reports/phase12a_research_signal_packet.md
MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_structure_target_time_exit,phase12a,MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_structure_target_time_exit,opening_drive_first_pullback,trend_day,pullback_continuation,rare_setup_module,MNQ opening-drive first-pullback continuation using unchanged Phase 12A rules.,positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,previously_parked_research_signal,False,False,383.96,338.96,131.0,162.33,382.56,0.0,45,45,0.387436,0.387436,,,,,,,,reports/phase12a_research_signal_packet.md
MNQ_12a_odpullback_long_first_pullback_OD30_ema20_retest_two_bar_resume_fill_next_open_structure_target_time_exit,phase12a,MNQ_12a_odpullback_long_first_pullback_OD30_ema20_retest_two_bar_resume_fill_next_open_structure_target_time_exit,opening_drive_first_pullback,trend_day,pullback_continuation,rare_setup_module,MNQ opening-drive first-pullback continuation using unchanged Phase 12A rules.,positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,previously_parked_research_signal,False,False,267.42,212.42,139.04,123.22,302.62,0.0,55,55,0.782514,0.782514,,,,,,,,reports/phase12a_research_signal_packet.md
MNQ_12a_odpullback_short_first_pullback_OD30_drive_boundary_retest_resume_close_fill_next_open_hard_stop_time_exit,phase12a,MNQ_12a_odpullback_short_first_pullback_OD30_drive_boundary_retest_resume_close_fill_next_open_hard_stop_time_exit,opening_drive_first_pullback,trend_day,pullback_continuation,rare_setup_module,MNQ opening-drive first-pullback continuation using unchanged Phase 12A rules.,positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,previously_parked_research_signal,False,False,470.97,429.97,92.84,200.26,497.22,0.0,41,41,0.819076,0.819076,,,,,,,,reports/phase12a_research_signal_packet.md
MNQ_12a_odpullback_short_first_pullback_OD30_drive_boundary_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,phase12a,MNQ_12a_odpullback_short_first_pullback_OD30_drive_boundary_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,opening_drive_first_pullback,trend_day,pullback_continuation,rare_setup_module,MNQ opening-drive first-pullback continuation using unchanged Phase 12A rules.,positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,previously_parked_research_signal,False,False,66.32,33.32,360.32,45.76,36.01,0.0,33,33,5.31152,5.31152,,,,,,,,reports/phase12a_research_signal_packet.md
MNQ_15a_power_hour_continuation_long_power_range_breakout_continuation_close_confirm_fill_next_open_hard_stop_time_exit,phase15a,MNQ_15a_power_hour_continuation_long_power_range_breakout_continuation_close_confirm_fill_next_open_hard_stop_time_exit,power_hour_continuation,power_hour_expansion,trend_continuation,diversifier_module,"On a qualified power-hour continuation day, trade the late range continuation after close confirmation, filled at next bar open.",positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,not_evaluated_until_portfolio_audit_d_uncorrelated_not_confirmed_gap_filler,False,False,150.0,100.0,94.55,312.84,491.5,0.5,50,50,2.575067,2.575067,0.037303,0.232435,0.080831,0.157673,power_range_breakout_continuation,13:30-14:30,14:30-15:45,reports/phase15a_trend_power_continuation_scout_report.md
MNQ_15a_power_hour_continuation_long_power_range_edge_retest_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase15a,MNQ_15a_power_hour_continuation_long_power_range_edge_retest_resume_close_confirm_fill_next_open_hard_stop_time_exit,power_hour_continuation,power_hour_expansion,trend_continuation,diversifier_module,"On a qualified power-hour continuation day, trade the late range continuation after close confirmation, filled at next bar open.",positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,not_evaluated_until_portfolio_audit_d_uncorrelated_not_confirmed_gap_filler,False,False,150.0,100.0,94.55,312.84,491.5,0.5,50,50,2.575067,2.575067,0.037303,0.232435,0.080831,0.157673,power_range_edge_retest_resume,13:30-14:30,14:30-15:45,reports/phase15a_trend_power_continuation_scout_report.md
MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase15a,MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,trend_day_late_pullback_continuation,trend_day,trend_continuation,diversifier_module,"On a qualified morning trend day, short the late-session EMA20 pullback resume after close confirmation, filled at next bar open.",positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,not_evaluated_until_portfolio_audit_d_uncorrelated_not_confirmed_gap_filler,False,False,959.11,905.11,166.84,340.21,855.91,0.666667,54,54,0.523673,0.523673,0.121229,0.451369,0.15277,0.31801,ema20_pullback_resume,09:30-11:30,13:00-15:30,reports/phase15a_trend_power_continuation_scout_report.md
MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,phase16a,MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_late_resolution_breakout,high_volatility_day,range_expansion,diversifier_module,"On a broad high vol mixed morning, buy the late lunch-range breakout after close confirmation, filled at the next bar open.",positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,not_evaluated_until_playbook_framework_e_rare_module_policy_integration; fold_adequacy_status=low_activity_not_fully_interpretable,False,False,356.91,326.91,284.75,415.6,498.32,0.5,30,30,1.012188,1.012188,0.062045,0.324539,0.074191,0.225462,broad_high_vol_mixed,regime 09:30-11:30; lunch 11:30-13:00,13:00-15:30,reports/phase16a_high_vol_mixed_regime_scout_report.md
MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,phase16a,MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_late_resolution_breakout,high_volatility_day,range_expansion,diversifier_module,"On a broad high-volatility mixed morning, buy the late lunch-range breakout after close confirmation, filled at the next bar open.",positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,not_evaluated_until_playbook_framework_e_rare_module_policy_integration; fold_adequacy_status=low_activity_not_fully_interpretable,False,False,516.62,486.62,67.03,703.28,568.28,0.5,30,30,0.682204,0.682204,0.071166,0.399801,0.087258,0.307035,broad_high_vol_mixed,regime 09:30-11:30; lunch 11:30-13:00,13:00-15:30,reports/phase16a_high_vol_mixed_regime_scout_report.md
MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,phase16a,MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_late_resolution_breakout,high_volatility_day,range_expansion,diversifier_module,"On a broad high vol mixed morning, buy the late lunch-range breakout after two-bar confirmation, filled at the next bar open.",positive_research_signal,not_tradable_low_activity,rare_setup_research_signal,not_evaluated_until_playbook_framework_e_rare_module_policy_integration; fold_adequacy_status=low_activity_not_fully_interpretable,False,False,235.53,208.53,117.36,181.91,91.45,0.333333,27,27,0.89271,0.89271,0.081461,0.375336,0.062252,0.317026,broad_high_vol_mixed,regime 09:30-11:30; lunch 11:30-13:00,13:00-15:30,reports/phase16a_high_vol_mixed_regime_scout_report.md
